entity_type,id,name,parent_id,grade,class_name,subject,phone,email,extra
学生,S0257,邱丽华,C08,高二,高二(3)班,,17116868548,邱丽华@example.com,家长: 任芳
学生,S0258,汤桂兰,C08,高二,高二(3)班,,13622999119,汤桂兰@example.com,家长: 文杰
学生,S0259,沈玉英,C08,高二,高二(3)班,,18467997024,沈玉英@example.com,家长: 潘霞
学生,S0260,秦秀英,C09,高二,高二(4)班,,13653074505,秦秀英@example.com,家长: 彭玉珍
学生,S0261,傅志文,C09,高二,高二(4)班,,13324754691,傅志文@example.com,家长: 韩秀珍
学生,S0262,于志强,C09,高二,高二(4)班,,18850821486,于志强@example.com,家长: 郭秀英
学生,S0263,郑建,C09,高二,高二(4)班,,15030705345,郑建@example.com,家长: 姜玉芳
学生,S0264,余明,C09,高二,高二(4)班,,13357972798,余明@example.com,家长: 贾玉英
学生,S0265,梁丽华,C09,高二,高二(4)班,,13406029333,梁丽华@example.com,家长: 段华
学生,S0266,许志强,C09,高二,高二(4)班,,19007229034,许志强@example.com,家长: 秦玉珍
学生,S0267,黎海燕,C09,高二,高二(4)班,,18657437489,黎海燕@example.com,家长: 余倩
学生,S0268,张志文,C09,高二,高二(4)班,,19994417154,张志文@example.com,家长: 侯秀珍
学生,S0269,傅丽华,C09,高二,高二(4)班,,17328309652,傅丽华@example.com,家长: 易秀英
学生,S0270,孟桂珍,C09,高二,高二(4)班,,17466609935,孟桂珍@example.com,家长: 易飞
学生,S0271,雷海霞,C09,高二,高二(4)班,,17842824172,雷海霞@example.com,家长: 武丽华
学生,S0272,易慧,C09,高二,高二(4)班,,17135346554,易慧@example.com,家长: 康淑珍
学生,S0273,姜明,C09,高二,高二(4)班,,18099917381,姜明@example.com,家长: 雷桂珍
学生,S0274,熊桂兰,C09,高二,高二(4)班,,18022356972,熊桂兰@example.com,家长: 苏慧
学生,S0275,文勇,C09,高二,高二(4)班,,18525007432,文勇@example.com,家长: 崔刚
学生,S0276,石艳,C09,高二,高二(4)班,,15966667600,石艳@example.com,家长: 金文
学生,S0277,常志文,C09,高二,高二(4)班,,13583003354,常志文@example.com,家长: 何倩
学生,S0278,阎玉芳,C09,高二,高二(4)班,,19421044789,阎玉芳@example.com,家长: 熊桂香
学生,S0279,钟秀兰,C09,高二,高二(4)班,,17753260332,钟秀兰@example.com,家长: 于娜
学生,S0280,毛玉芳,C09,高二,高二(4)班,,15150648909,毛玉芳@example.com,家长: 赵倩
学生,S0281,孟娜,C09,高二,高二(4)班,,13167618472,孟娜@example.com,家长: 冯芳
学生,S0282,彭桂兰,C09,高二,高二(4)班,,13849926189,彭桂兰@example.com,家长: 林晓峰
学生,S0283,高倩,C09,高二,高二(4)班,,18393483564,高倩@example.com,家长: 梁静
学生,S0284,郝桂珍,C09,高二,高二(4)班,,15753001197,郝桂珍@example.com,家长: 罗艳
学生,S0285,文洋,C09,高二,高二(4)班,,13437447012,文洋@example.com,家长: 杨淑珍
学生,S0286,魏海涛,C09,高二,高二(4)班,,18110022557,魏海涛@example.com,家长: 史志明
学生,S0287,常艳,C09,高二,高二(4)班,,17521667467,常艳@example.com,家长: 戴桂英
学生,S0288,高超,C09,高二,高二(4)班,,13216979729,高超@example.com,家长: 叶海霞
学生,S0289,江秀英,C09,高二,高二(4)班,,15771670145,江秀英@example.com,家长: 王飞
学生,S0290,万桂香,C09,高二,高二(4)班,,19891637562,万桂香@example.com,家长: 孔丽
学生,S0291,王刚,C09,高二,高二(4)班,,19772175354,王刚@example.com,家长: 赵玉芳
学生,S0292,董桂珍,C09,高二,高二(4)班,,18317797177,董桂珍@example.com,家长: 苏明
学生,S0293,姚娜,C09,高二,高二(4)班,,13660880199,姚娜@example.com,家长: 侯桂兰
学生,S0294,孔华,C10,高二,高二(5)班,,18550375899,孔华@example.com,家长: 范秀芳
学生,S0295,黎志刚,C10,高二,高二(5)班,,13130554885,黎志刚@example.com,家长: 汤倩
学生,S0296,杨桂英,C10,高二,高二(5)班,,18261493316,杨桂英@example.com,家长: 于桂香
学生,S0297,韩桂香,C10,高二,高二(5)班,,13609177982,韩桂香@example.com,家长: 姚伟
学生,S0299,谭玉芳,C10,高二,高二(5)班,,18934654722,谭玉芳@example.com,家长: 杜桂兰
学生,S0300,汤海涛,C10,高二,高二(5)班,,19333945228,汤海涛@example.com,家长: 陆秀珍
学生,S0301,尹涛,C10,高二,高二(5)班,,17879968460,尹涛@example.com,家长: 邹倩
学生,S0302,刘桂珍,C10,高二,高二(5)班,,15003424420,刘桂珍@example.com,家长: 钱淑珍
学生,S0303,冯敏,C10,高二,高二(5)班,,17719838638,冯敏@example.com,家长: 汤晓峰
学生,S0304,钱丽,C10,高二,高二(5)班,,18665800439,钱丽@example.com,家长: 文秀珍
学生,S0305,董志文,C10,高二,高二(5)班,,19893347212,董志文@example.com,家长: 郑明
学生,S0306,叶静,C10,高二,高二(5)班,,18484229405,叶静@example.com,家长: 姜平
学生,S0307,杨平,C10,高二,高二(5)班,,17909479851,杨平@example.com,家长: 尹海涛
学生,S0308,熊飞,C10,高二,高二(5)班,,15818268861,熊飞@example.com,家长: 贾飞
学生,S0309,于志刚,C10,高二,高二(5)班,,17543987801,于志刚@example.com,家长: 万玉英
学生,S0310,田鑫,C10,高二,高二(5)班,,19930561648,田鑫@example.com,家长: 易晓峰
学生,S0311,刘志文,C10,高二,高二(5)班,,19877043581,刘志文@example.com,家长: 胡桂英
学生,S0312,龚伟,C10,高二,高二(5)班,,13336138612,龚伟@example.com,家长: 刘桂香
学生,S0313,黎志刚,C10,高二,高二(5)班,,13110248193,黎志刚@example.com,家长: 邓志强
学生,S0314,阎志刚,C10,高二,高二(5)班,,18650618091,阎志刚@example.com,家长: 贺静
学生,S0315,汤洋,C10,高二,高二(5)班,,17814491476,汤洋@example.com,家长: 余秀英
学生,S0316,范刚,C10,高二,高二(5)班,,19326842450,范刚@example.com,家长: 郝霞
学生,S0317,林静,C10,高二,高二(5)班,,13996881435,林静@example.com,家长: 于志强
学生,S0318,邵霞,C10,高二,高二(5)班,,15239431290,邵霞@example.com,家长: 贺玉英
学生,S0319,邵洋,C10,高二,高二(5)班,,17141397552,邵洋@example.com,家长: 万鑫
学生,S0320,胡晓峰,C10,高二,高二(5)班,,19135775949,胡晓峰@example.com,家长: 罗秀芳
学生,S0321,苏玉珍,C10,高二,高二(5)班,,15053364525,苏玉珍@example.com,家长: 方玉英
学生,S0322,田海霞,C10,高二,高二(5)班,,17781291428,田海霞@example.com,家长: 唐丽华
学生,S0323,常洋,C10,高二,高二(5)班,,13080996930,常洋@example.com,家长: 郝丽华
学生,S0324,陆海霞,C10,高二,高二(5)班,,15563942788,陆海霞@example.com,家长: 孙海燕
学生,S0325,魏玉芳,C10,高二,高二(5)班,,13392827229,魏玉芳@example.com,家长: 白霞
学生,S0326,武秀芳,C10,高二,高二(5)班,,17037314530,武秀芳@example.com,家长: 万华
学生,S0327,魏玉芳,C11,高三,高三(1)班,,18700518449,魏玉芳@example.com,家长: 陆涛
学生,S0328,叶桂珍,C11,高三,高三(1)班,,17918463865,叶桂珍@example.com,家长: 贾志文
学生,S0329,方伟,C11,高三,高三(1)班,,19272318432,方伟@example.com,家长: 谢刚
学生,S0330,魏明,C11,高三,高三(1)班,,15651777392,魏明@example.com,家长: 邵志强
学生,S0331,李志强,C11,高三,高三(1)班,,13299228092,李志强@example.com,家长: 黄桂英
学生,S0332,邓慧,C11,高三,高三(1)班,,19699041379,邓慧@example.com,家长: 范秀芳
学生,S0333,宋飞,C11,高三,高三(1)班,,18929298425,宋飞@example.com,家长: 任磊
学生,S0334,萧桂珍,C11,高三,高三(1)班,,18210388629,萧桂珍@example.com,家长: 胡涛
学生,S0335,范敏,C11,高三,高三(1)班,,19811729806,范敏@example.com,家长: 邹桂兰
学生,S0336,薛静,C11,高三,高三(1)班,,19637659916,薛静@example.com,家长: 郭桂芳
学生,S0337,方玉梅,C11,高三,高三(1)班,,13498643009,方玉梅@example.com,家长: 邹明
学生,S0338,邹伟,C14,高三,高三(4)班,,18356512694,邹伟@example.com,家长: 邓玉珍
学生,S0339,白秀芳,C11,高三,高三(1)班,,19463688725,白秀芳@example.com,家长: 孔秀芳
学生,S0340,袁玉珍,C11,高三,高三(1)班,,19562137213,袁玉珍@example.com,家长: 廖秀英
学生,S0341,蔡丽,C11,高三,高三(1)班,,15601279611,蔡丽@example.com,家长: 邓飞
学生,S0342,薛勇,C11,高三,高三(1)班,,19066984902,薛勇@example.com,家长: 侯桂珍
学生,S0343,汪芳,C11,高三,高三(1)班,,15843098839,汪芳@example.com,家长: 宋敏
学生,S0344,魏鑫,C11,高三,高三(1)班,,13214656693,魏鑫@example.com,家长: 邹芳
学生,S0345,武磊,C11,高三,高三(1)班,,13848955439,武磊@example.com,家长: 韩桂香
学生,S0346,潘伟,C11,高三,高三(1)班,,17268181845,潘伟@example.com,家长: 高桂芳
学生,S0347,金桂芳,C11,高三,高三(1)班,,18697357790,金桂芳@example.com,家长: 方涛
学生,S0348,邓磊,C11,高三,高三(1)班,,18335658804,邓磊@example.com,家长: 曹晓峰
学生,S0349,孙秀英,C11,高三,高三(1)班,,17182755394,孙秀英@example.com,家长: 谢建
学生,S0350,姚文,C11,高三,高三(1)班,,15343333952,姚文@example.com,家长: 文倩
学生,S0351,林勇,C11,高三,高三(1)班,,18908075957,林勇@example.com,家长: 崔海燕
学生,S0352,石慧,C11,高三,高三(1)班,,19463920867,石慧@example.com,家长: 陆敏
学生,S0353,谭玉英,C11,高三,高三(1)班,,18271875003,谭玉英@example.com,家长: 叶杰
学生,S0354,卢秀芳,C11,高三,高三(1)班,,19428434795,卢秀芳@example.com,家长: 魏慧
学生,S0355,姚玉珍,C11,高三,高三(1)班,,15655647292,姚玉珍@example.com,家长: 崔玉梅
学生,S0356,胡志明,C11,高三,高三(1)班,,15866322702,胡志明@example.com,家长: 戴桂珍
学生,S0357,郭海涛,C11,高三,高三(1)班,,18448906120,郭海涛@example.com,家长: 于桂芳
学生,S0358,范杰,C11,高三,高三(1)班,,18545588450,范杰@example.com,家长: 杜明
学生,S0359,贾文,C11,高三,高三(1)班,,19982455877,贾文@example.com,家长: 徐桂珍
学生,S0360,沈玉英,C12,高三,高三(2)班,,15256996112,沈玉英@example.com,家长: 蔡玉梅
学生,S0361,苏海涛,C12,高三,高三(2)班,,17496475987,苏海涛@example.com,家长: 杜桂英
学生,S0362,谢娜,C12,高三,高三(2)班,,15341326111,谢娜@example.com,家长: 范丽
学生,S0363,刘海燕,C12,高三,高三(2)班,,19114921643,刘海燕@example.com,家长: 曹晓峰
学生,S0364,汪超,C12,高三,高三(2)班,,15820055778,汪超@example.com,家长: 许秀珍
学生,S0365,郭涛,C12,高三,高三(2)班,,19979688457,郭涛@example.com,家长: 陆玉梅
学生,S0366,孙秀珍,C13,高三,高三(3)班,,17564240082,孙秀珍@example.com,家长: 贾晓峰
学生,S0367,范芳,C12,高三,高三(2)班,,18740649308,范芳@example.com,家长: 薛建
学生,S0368,杜海涛,C12,高三,高三(2)班,,18326634163,杜海涛@example.com,家长: 邹志明
学生,S0369,沈志明,C12,高三,高三(2)班,,18312241797,沈志明@example.com,家长: 许志文
学生,S0370,韩秀珍,C12,高三,高三(2)班,,13208021442,韩秀珍@example.com,家长: 黎秀珍
学生,S0371,常芳,C12,高三,高三(2)班,,15120735647,常芳@example.com,家长: 薛玉英
学生,S0372,汤敏,C12,高三,高三(2)班,,17120461872,汤敏@example.com,家长: 韩桂芳
学生,S0373,叶芳,C12,高三,高三(2)班,,13367303718,叶芳@example.com,家长: 万华
学生,S0374,范玉芳,C12,高三,高三(2)班,,17520881474,范玉芳@example.com,家长: 唐秀芳
学生,S0375,赵玉兰,C12,高三,高三(2)班,,13365024916,赵玉兰@example.com,家长: 曹芳
学生,S0376,杨海霞,C12,高三,高三(2)班,,19251327195,杨海霞@example.com,家长: 赖强
学生,S0377,黄海霞,C12,高三,高三(2)班,,15812735857,黄海霞@example.com,家长: 常建
学生,S0378,李桂珍,C12,高三,高三(2)班,,17240778487,李桂珍@example.com,家长: 韩慧
学生,S0379,陆玉英,C12,高三,高三(2)班,,17749821827,陆玉英@example.com,家长: 曾丽华
学生,S0380,陆秀芳,C12,高三,高三(2)班,,18086209593,陆秀芳@example.com,家长: 卢磊
学生,S0381,龙玉芳,C12,高三,高三(2)班,,15878294565,龙玉芳@example.com,家长: 高杰
学生,S0382,邹磊,C12,高三,高三(2)班,,13220317310,邹磊@example.com,家长: 崔玉芳
学生,S0383,龙志文,C12,高三,高三(2)班,,19994053910,龙志文@example.com,家长: 冯志文
学生,S0384,徐玉英,C12,高三,高三(2)班,,13586509480,徐玉英@example.com,家长: 常洋
学生,S0385,彭洋,C12,高三,高三(2)班,,15811386338,彭洋@example.com,家长: 龙志强
学生,S0386,白涛,C12,高三,高三(2)班,,19861957612,白涛@example.com,家长: 谢秀英
学生,S0387,谭桂香,C12,高三,高三(2)班,,15897558556,谭桂香@example.com,家长: 赖海涛
学生,S0388,易秀珍,C12,高三,高三(2)班,,19398368457,易秀珍@example.com,家长: 田海燕
学生,S0389,张敏,C12,高三,高三(2)班,,17908240433,张敏@example.com,家长: 苏娜
学生,S0390,龚海燕,C12,高三,高三(2)班,,19889921075,龚海燕@example.com,家长: 罗秀兰
学生,S0391,邓秀芳,C12,高三,高三(2)班,,19334419693,邓秀芳@example.com,家长: 常洋
学生,S0392,易秀珍,C12,高三,高三(2)班,,18279194096,易秀珍@example.com,家长: 徐强
学生,S0393,龚志刚,C12,高三,高三(2)班,,17661390604,龚志刚@example.com,家长: 熊静
学生,S0394,陆平,C13,高三,高三(3)班,,17832067998,陆平@example.com,家长: 孙飞
学生,S0395,钟淑珍,C13,高三,高三(3)班,,18225179086,钟淑珍@example.com,家长: 邓勇
学生,S0396,潘玉芳,C13,高三,高三(3)班,,18227837693,潘玉芳@example.com,家长: 孔志强
学生,S0397,曹洋,C13,高三,高三(3)班,,17659116655,曹洋@example.com,家长: 韩秀珍
学生,S0398,贾秀英,C13,高三,高三(3)班,,17259792703,贾秀英@example.com,家长: 唐志文
学生,S0399,罗勇,C13,高三,高三(3)班,,13039240514,罗勇@example.com,家长: 田海霞
学生,S0400,李志刚,C13,高三,高三(3)班,,15833884879,李志刚@example.com,家长: 常霞
学生,S0401,钱娜,C13,高三,高三(3)班,,18980420439,钱娜@example.com,家长: 许丽
学生,S0402,姜芳,C13,高三,高三(3)班,,13645104636,姜芳@example.com,家长: 廖杰
学生,S0403,苏志文,C13,高三,高三(3)班,,19812387800,苏志文@example.com,家长: 曹玉珍
学生,S0404,蒋志文,C13,高三,高三(3)班,,18205554384,蒋志文@example.com,家长: 黄桂芳
学生,S0405,阎秀英,C13,高三,高三(3)班,,19432562168,阎秀英@example.com,家长: 段玉梅
学生,S0406,戴鑫,C13,高三,高三(3)班,,19264957823,戴鑫@example.com,家长: 孟秀兰
学生,S0407,康文,C13,高三,高三(3)班,,15482629251,康文@example.com,家长: 孔明
学生,S0408,谢海涛,C13,高三,高三(3)班,,15056647423,谢海涛@example.com,家长: 朱超
学生,S0409,谢秀英,C13,高三,高三(3)班,,19949993933,谢秀英@example.com,家长: 雷秀英
学生,S0410,丁勇,C13,高三,高三(3)班,,18289752677,丁勇@example.com,家长: 郭刚
学生,S0411,韩飞,C13,高三,高三(3)班,,13604633312,韩飞@example.com,家长: 汪志文
学生,S0412,钱秀珍,C13,高三,高三(3)班,,18366096569,钱秀珍@example.com,家长: 乔敏
学生,S0413,邹倩,C13,高三,高三(3)班,,18703886086,邹倩@example.com,家长: 邹丽
学生,S0414,韩淑珍,C13,高三,高三(3)班,,18644726490,韩淑珍@example.com,家长: 钱霞
学生,S0415,姜志刚,C13,高三,高三(3)班,,13812982665,姜志刚@example.com,家长: 田秀英
学生,S0416,郑桂香,C13,高三,高三(3)班,,19371452111,郑桂香@example.com,家长: 尹志刚
学生,S0417,侯秀芳,C13,高三,高三(3)班,,13868926860,侯秀芳@example.com,家长: 龚桂英
学生,S0418,蒋平,C13,高三,高三(3)班,,15220644742,蒋平@example.com,家长: 林超
学生,S0419,唐伟,C13,高三,高三(3)班,,19407778097,唐伟@example.com,家长: 程玉兰
学生,S0420,毛海霞,C13,高三,高三(3)班,,18671990384,毛海霞@example.com,家长: 史华
学生,S0421,赵慧,C13,高三,高三(3)班,,15050209945,赵慧@example.com,家长: 孙丽
学生,S0422,朱桂兰,C13,高三,高三(3)班,,15249998279,朱桂兰@example.com,家长: 魏敏
学生,S0423,孙桂兰,C13,高三,高三(3)班,,17561681472,孙桂兰@example.com,家长: 林海燕
学生,S0424,熊志强,C14,高三,高三(4)班,,19339019817,熊志强@example.com,家长: 易晓峰
学生,S0425,夏海涛,C14,高三,高三(4)班,,17899529978,夏海涛@example.com,家长: 常桂珍
学生,S0426,姚慧,C14,高三,高三(4)班,,19343010713,姚慧@example.com,家长: 江桂兰
学生,S0427,杜静,C14,高三,高三(4)班,,17583034414,杜静@example.com,家长: 彭玉芳
学生,S0428,郝秀珍,C14,高三,高三(4)班,,13155699023,郝秀珍@example.com,家长: 蒋桂香
学生,S0429,段秀芳,C14,高三,高三(4)班,,18027278576,段秀芳@example.com,家长: 乔强
学生,S0430,邹桂兰,C14,高三,高三(4)班,,19588039551,邹桂兰@example.com,家长: 罗海燕
学生,S0431,刘桂香,C14,高三,高三(4)班,,18829962914,刘桂香@example.com,家长: 尹海涛
学生,S0432,尹敏,C14,高三,高三(4)班,,17617357438,尹敏@example.com,家长: 彭涛
学生,S0433,高志文,C14,高三,高三(4)班,,13317807823,高志文@example.com,家长: 蔡秀芳
学生,S0434,常玉珍,C14,高三,高三(4)班,,17218230768,常玉珍@example.com,家长: 高伟
学生,S0435,吕静,C14,高三,高三(4)班,,19157018409,吕静@example.com,家长: 赖玉珍
学生,S0436,侯华,C14,高三,高三(4)班,,17334485714,侯华@example.com,家长: 罗刚
学生,S0437,傅涛,C14,高三,高三(4)班,,13988138585,傅涛@example.com,家长: 许霞
学生,S0438,尹晓峰,C14,高三,高三(4)班,,19321495870,尹晓峰@example.com,家长: 何秀英
学生,S0439,范丽,C14,高三,高三(4)班,,13601662997,范丽@example.com,家长: 江海霞
学生,S0440,吕志刚,C14,高三,高三(4)班,,15817921717,吕志刚@example.com,家长: 吕玉英
学生,S0441,范玉梅,C14,高三,高三(4)班,,15294562557,范玉梅@example.com,家长: 石秀英
学生,S0442,周海霞,C14,高三,高三(4)班,,13577245992,周海霞@example.com,家长: 廖倩
学生,S0443,潘倩,C14,高三,高三(4)班,,17814876963,潘倩@example.com,家长: 史志强
学生,S0444,郝刚,C14,高三,高三(4)班,,18615396695,郝刚@example.com,家长: 陆鑫
学生,S0445,郑洋,C14,高三,高三(4)班,,19719975817,郑洋@example.com,家长: 郑玉珍
学生,S0446,潘磊,C14,高三,高三(4)班,,19196570132,潘磊@example.com,家长: 康伟
学生,S0447,贺霞,C14,高三,高三(4)班,,15784699733,贺霞@example.com,家长: 雷海涛
学生,S0448,彭桂兰,C14,高三,高三(4)班,,18519098624,彭桂兰@example.com,家长: 黄志文
学生,S0449,郝丽,C14,高三,高三(4)班,,13851403696,郝丽@example.com,家长: 顾海涛
学生,S0450,黎桂珍,C14,高三,高三(4)班,,18668327238,黎桂珍@example.com,家长: 阎秀芳
学生,S0451,戴平,C14,高三,高三(4)班,,17220102762,戴平@example.com,家长: 徐秀兰
学生,S0452,邵桂兰,C14,高三,高三(4)班,,18969278687,邵桂兰@example.com,家长: 阎海霞
学生,S0453,董慧,C14,高三,高三(4)班,,18909738468,董慧@example.com,家长: 崔秀芳
学生,S0454,陈秀芳,C15,高三,高三(5)班,,17197128478,陈秀芳@example.com,家长: 徐艳
学生,S0455,曹海霞,C15,高三,高三(5)班,,13894905807,曹海霞@example.com,家长: 任海霞
学生,S0456,崔志刚,C15,高三,高三(5)班,,18544209494,崔志刚@example.com,家长: 黄海霞
学生,S0457,康桂英,C15,高三,高三(5)班,,19049047128,康桂英@example.com,家长: 吴海燕
学生,S0458,袁超,C15,高三,高三(5)班,,19444019292,袁超@example.com,家长: 龙志刚
学生,S0459,薛涛,C15,高三,高三(5)班,,17372805129,薛涛@example.com,家长: 罗桂珍
学生,S0460,贺志强,C15,高三,高三(5)班,,18372395041,贺志强@example.com,家长: 赵桂英
学生,S0461,姜秀英,C15,高三,高三(5)班,,18478366742,姜秀英@example.com,家长: 熊海涛
学生,S0462,王晓峰,C15,高三,高三(5)班,,18658018569,王晓峰@example.com,家长: 孟志明
学生,S0463,蒋志明,C15,高三,高三(5)班,,17149673938,蒋志明@example.com,家长: 蔡慧
学生,S0464,苏芳,C15,高三,高三(5)班,,13106181753,苏芳@example.com,家长: 易晓峰
学生,S0465,袁建,C15,高三,高三(5)班,,13091093911,袁建@example.com,家长: 孙超
学生,S0466,叶慧,C15,高三,高三(5)班,,13244717465,叶慧@example.com,家长: 袁刚
学生,S0467,文洋,C15,高三,高三(5)班,,17066504427,文洋@example.com,家长: 周志文
学生,S0468,唐海燕,C15,高三,高三(5)班,,15712863917,唐海燕@example.com,家长: 黎丽华
学生,S0469,朱敏,C15,高三,高三(5)班,,13194707200,朱敏@example.com,家长: 万玉芳
学生,S0470,许平,C15,高三,高三(5)班,,17690877661,许平@example.com,家长: 陆飞
学生,S0471,张玉芳,C15,高三,高三(5)班,,18198554601,张玉芳@example.com,家长: 魏桂香
学生,S0472,徐桂香,C15,高三,高三(5)班,,17328063461,徐桂香@example.com,家长: 顾海霞
学生,S0473,石勇,C15,高三,高三(5)班,,18320309376,石勇@example.com,家长: 周玉珍
学生,S0475,武玉梅,C15,高三,高三(5)班,,13027079032,武玉梅@example.com,家长: 王涛
学生,S0476,顾丽,C15,高三,高三(5)班,,17179291117,顾丽@example.com,家长: 邱飞
学生,S0477,周文,C15,高三,高三(5)班,,18565198253,周文@example.com,家长: 赖静
学生,S0478,毛涛,C15,高三,高三(5)班,,17114262582,毛涛@example.com,家长: 汪志强
教师,T999,冗余教师,D02,,,体育,13800138000,redundant@example.com,冗余
学生,S9999,冗余学生,C03,高一,高一(3)班,,13800138001,redundant_stu@example.com,冗余
